time,cycle_speed_kph,cycle_accel_mps,elevation_m,road_grade_percent,road_angle_rad
1443,18.3,-0.22,0,0,0
1444,18,0,0,0,0
1445,18.3,0.07,0,0,0
1446,18.5,-0.06,0,0,0
1447,17.9,-0.49,0,0,0
1448,15,-1.11,0,0,0
1449,9.9,-1.44,0,0,0
1450,4.6,-1.21,0,0,0
1451,1.2,-0.64,0,0,0
1452,0,-0.17,0,0,0
1453,0,0,0,0,0
1454,0,0,0,0,0
1455,0,0,0,0,0
1456,0,0,0,0,0
1457,0,0,0,0,0
1458,0,0,0,0,0
1459,0,0,0,0,0
1460,0,0,0,0,0
1461,0,0,0,0,0
1462,0,0,0,0,0
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,0,0,0,0,0
1466,0,0,0,0,0
1467,0,0,0,0,0
1468,0,0,0,0,0
1469,0,0,0,0,0
1470,0,0,0,0,0
1471,0,0,0,0,0
1472,0,0,0,0,0
1473,0,0,0,0,0
1474,0,0,0,0,0
1475,0,0,0,0,0
1476,0,0,0,0,0
1477,0,0,0,0,0
1478,0,0.31,0,0,0
1479,2.2,0.61,0,0,0
1480,4.4,0.57,0,0,0
1481,6.3,0.49,0,0,0
1482,7.9,0.4,0,0,0
1483,9.2,0.35,0,0,0
1484,10.4,0.32,0,0,0
1485,11.5,0.35,0,0,0
1486,12.9,0.44,0,0,0
1487,14.7,0.57,0,0,0
1488,17,0.71,0,0,0
1489,19.8,0.85,0,0,0
1490,23.1,0.96,0,0,0
1491,26.7,1.03,0,0,0
1492,30.5,1.03,0,0,0
1493,34.1,0.97,0,0,0
1494,37.5,0.9,0,0,0
1495,40.6,0.81,0,0,0
1496,43.3,0.71,0,0,0
1497,45.7,0.61,0,0,0
1498,47.7,0.5,0,0,0
1499,49.3,0.39,0,0,0
1500,50.5,0.28,0,0,0
1501,51.3,0.22,0,0,0
1502,52.1,0.19,0,0,0
1503,52.7,0.18,0,0,0
1504,53.4,0.18,0,0,0
1505,54,0.15,0,0,0
1506,54.5,0.14,0,0,0
1507,55,0.15,0,0,0
1508,55.6,0.18,0,0,0
1509,56.3,0.22,0,0,0
1510,57.2,0.31,0,0,0
1511,58.5,0.42,0,0,0
1512,60.2,0.53,0,0,0
1513,62.3,0.63,0,0,0
1514,64.7,0.67,0,0,0
1515,67.1,0.63,0,0,0
1516,69.2,0.5,0,0,0
1517,70.7,0.38,0,0,0
1518,71.9,0.28,0,0,0
1519,72.7,0.21,0,0,0
1520,73.4,0.15,0,0,0
1521,73.8,0.1,0,0,0
1522,74.1,0.03,0,0,0
1523,74,-0.07,0,0,0
1524,73.6,-0.21,0,0,0
1525,72.5,-0.39,0,0,0
1526,70.8,-0.54,0,0,0
1527,68.6,-0.64,0,0,0
1528,66.2,-0.64,0,0,0
1529,64,-0.56,0,0,0
1530,62.2,-0.43,0,0,0
1531,60.9,-0.28,0,0,0
1532,60.2,-0.13,0,0,0
1533,60,0.03,0,0,0
1534,60.4,0.19,0,0,0
1535,61.4,0.39,0,0,0
1536,63.2,0.58,0,0,0
1537,65.6,0.72,0,0,0
1538,68.4,0.83,0,0,0
1539,71.6,0.9,0,0,0
1540,74.9,0.94,0,0,0
1541,78.4,0.96,0,0,0
1542,81.8,0.9,0,0,0
1543,84.9,0.78,0,0,0
1544,87.4,0.57,0,0,0
1545,89,0.36,0,0,0
1546,90,0.22,0,0,0
1547,90.6,0.14,0,0,0
1548,91,0.13,0,0,0
1549,91.5,0.14,0,0,0
1550,92,0.17,0,0,0
1551,92.7,0.19,0,0,0
1552,93.4,0.21,0,0,0
1553,94.2,0.21,0,0,0
1554,94.9,0.21,0,0,0
1555,95.7,0.24,0,0,0
1556,96.6,0.28,0,0,0
1557,97.7,0.32,0,0,0
1558,98.9,0.38,0,0,0
1559,100.4,0.43,0,0,0
1560,102,0.44,0,0,0
1561,103.6,0.44,0,0,0
1562,105.2,0.44,0,0,0
1563,106.8,0.46,0,0,0
1564,108.5,0.47,0,0,0
1565,110.2,0.47,0,0,0
1566,111.9,0.49,0,0,0
1567,113.7,0.47,0,0,0
1568,115.3,0.43,0,0,0
1569,116.8,0.4,0,0,0
1570,118.2,0.38,0,0,0
1571,119.5,0.35,0,0,0
1572,120.7,0.32,0,0,0
1573,121.8,0.26,0,0,0
1574,122.6,0.19,0,0,0
1575,123.2,0.14,0,0,0
1576,123.6,0.07,0,0,0
1577,123.7,0,0,0,0
1578,123.6,-0.06,0,0,0
1579,123.3,-0.08,0,0,0
1580,123,-0.11,0,0,0
1581,122.5,-0.13,0,0,0
1582,122.1,-0.14,0,0,0
1583,121.5,-0.18,0,0,0
1584,120.8,-0.21,0,0,0
1585,120,-0.24,0,0,0
1586,119.1,-0.26,0,0,0
1587,118.1,-0.28,0,0,0
1588,117.1,-0.26,0,0,0
1589,116.2,-0.22,0,0,0
1590,115.5,-0.18,0,0,0
1591,114.9,-0.14,0,0,0
1592,114.5,-0.11,0,0,0
1593,114.1,-0.08,0,0,0
1594,113.9,-0.06,0,0,0
1595,113.7,-0.08,0,0,0
1596,113.3,-0.11,0,0,0
1597,112.9,-0.15,0,0,0
1598,112.2,-0.21,0,0,0
1599,111.4,-0.24,0,0,0
1600,110.5,-0.26,0,0,0
1601,109.5,-0.28,0,0,0
1602,108.5,-0.25,0,0,0
1603,107.7,-0.19,0,0,0
1604,107.1,-0.15,0,0,0
1605,106.6,-0.1,0,0,0
1606,106.4,-0.06,0,0,0
1607,106.2,-0.03,0,0,0
1608,106.2,0,0,0,0
1609,106.2,0.03,0,0,0
1610,106.4,0.04,0,0,0
1611,106.5,0.06,0,0,0
1612,106.8,0.1,0,0,0
1613,107.2,0.14,0,0,0
1614,107.8,0.18,0,0,0
1615,108.5,0.22,0,0,0
1616,109.4,0.28,0,0,0
1617,110.5,0.32,0,0,0
1618,111.7,0.35,0,0,0
1619,113,0.33,0,0,0
1620,114.1,0.29,0,0,0
1621,115.1,0.25,0,0,0
1622,115.9,0.19,0,0,0
1623,116.5,0.11,0,0,0
1624,116.7,0.01,0,0,0
1625,116.6,-0.07,0,0,0
1626,116.2,-0.19,0,0,0
1627,115.2,-0.33,0,0,0
1628,113.8,-0.44,0,0,0
1629,112,-0.51,0,0,0
1630,110.1,-0.51,0,0,0
1631,108.3,-0.43,0,0,0
1632,107,-0.31,0,0,0
1633,106.1,-0.17,0,0,0
1634,105.8,-0.06,0,0,0
1635,105.7,-0.01,0,0,0
1636,105.7,-0.01,0,0,0
1637,105.6,-0.06,0,0,0
1638,105.3,-0.1,0,0,0
1639,104.9,-0.12,0,0,0
1640,104.4,-0.13,0,0,0
1641,104,-0.08,0,0,0
1642,103.8,-0.01,0,0,0
1643,103.9,0.08,0,0,0
1644,104.4,0.17,0,0,0
1645,105.1,0.24,0,0,0
1646,106.1,0.29,0,0,0
1647,107.2,0.33,0,0,0
1648,108.5,0.38,0,0,0
1649,109.9,0.39,0,0,0
1650,111.3,0.39,0,0,0
1651,112.7,0.36,0,0,0
1652,113.9,0.32,0,0,0
1653,115,0.29,0,0,0
1654,116,0.25,0,0,0
1655,116.8,0.22,0,0,0
1656,117.6,0.22,0,0,0
1657,118.4,0.22,0,0,0
1658,119.2,0.22,0,0,0
1659,120,0.22,0,0,0
1660,120.8,0.22,0,0,0
1661,121.6,0.21,0,0,0
1662,122.3,0.21,0,0,0
1663,123.1,0.21,0,0,0
1664,123.8,0.18,0,0,0
1665,124.4,0.17,0,0,0
1666,125,0.14,0,0,0
1667,125.4,0.11,0,0,0
1668,125.8,0.1,0,0,0
1669,126.1,0.08,0,0,0
1670,126.4,0.07,0,0,0
1671,126.6,0.04,0,0,0
1672,126.7,0.03,0,0,0
1673,126.8,0.03,0,0,0
1674,126.9,0.01,0,0,0
1675,126.9,0,0,0,0
1676,126.9,-0.01,0,0,0
1677,126.8,-0.04,0,0,0
1678,126.6,-0.07,0,0,0
1679,126.3,-0.08,0,0,0
1680,126,-0.08,0,0,0
1681,125.7,-0.06,0,0,0
1682,125.6,-0.01,0,0,0
1683,125.6,0.03,0,0,0
1684,125.8,0.08,0,0,0
1685,126.2,0.11,0,0,0
1686,126.6,0.11,0,0,0
1687,127,0.11,0,0,0
1688,127.4,0.08,0,0,0
1689,127.6,0.06,0,0,0
1690,127.8,0.04,0,0,0
1691,127.9,0.03,0,0,0
1692,128,0.03,0,0,0
1693,128.1,0.03,0,0,0
1694,128.2,0.03,0,0,0
1695,128.3,0.03,0,0,0
1696,128.4,0.03,0,0,0
1697,128.5,0.03,0,0,0
1698,128.6,0.01,0,0,0
1699,128.6,-0.01,0,0,0
1700,128.5,-0.04,0,0,0
1701,128.3,-0.06,0,0,0
1702,128.1,-0.06,0,0,0
1703,127.9,-0.07,0,0,0
1704,127.6,-0.07,0,0,0
1705,127.4,-0.06,0,0,0
1706,127.2,-0.06,0,0,0
1707,127,-0.04,0,0,0
1708,126.9,-0.03,0,0,0
1709,126.8,-0.03,0,0,0
1710,126.7,0,0,0,0
1711,126.8,0.03,0,0,0
1712,126.9,0.04,0,0,0
1713,127.1,0.07,0,0,0
1714,127.4,0.08,0,0,0
1715,127.7,0.1,0,0,0
1716,128.1,0.11,0,0,0
1717,128.5,0.13,0,0,0
1718,129,0.14,0,0,0
1719,129.5,0.15,0,0,0
1720,130.1,0.15,0,0,0
1721,130.6,0.13,0,0,0
1722,131,0.08,0,0,0
1723,131.2,0.04,0,0,0
1724,131.3,0,0,0,0
1725,131.2,-0.08,0,0,0
1726,130.7,-0.19,0,0,0
1727,129.8,-0.32,0,0,0
1728,128.4,-0.46,0,0,0
1729,126.5,-0.6,0,0,0
1730,124.1,-0.68,0,0,0
1731,121.6,-0.71,0,0,0
1732,119,-0.71,0,0,0
1733,116.5,-0.68,0,0,0
1734,114.1,-0.65,0,0,0
1735,111.8,-0.64,0,0,0
1736,109.5,-0.65,0,0,0
1737,107.1,-0.65,0,0,0
1738,104.8,-0.64,0,0,0
1739,102.5,-0.61,0,0,0
1740,100.4,-0.54,0,0,0
1741,98.6,-0.44,0,0,0
1742,97.2,-0.37,0,0,0
1743,95.9,-0.33,0,0,0
1744,94.8,-0.29,0,0,0
1745,93.8,-0.28,0,0,0
1746,92.8,-0.28,0,0,0
1747,91.8,-0.25,0,0,0
1748,91,-0.22,0,0,0
1749,90.2,-0.19,0,0,0
1750,89.6,-0.15,0,0,0
1751,89.1,-0.14,0,0,0
1752,88.6,-0.14,0,0,0
1753,88.1,-0.14,0,0,0
1754,87.6,-0.14,0,0,0
1755,87.1,-0.14,0,0,0
1756,86.6,-0.14,0,0,0
1757,86.1,-0.15,0,0,0
1758,85.5,-0.15,0,0,0
1759,85,-0.15,0,0,0
1760,84.4,-0.17,0,0,0
1761,83.8,-0.17,0,0,0
1762,83.2,-0.17,0,0,0
1763,82.6,-0.17,0,0,0
1764,82,-0.18,0,0,0
1765,81.3,-0.22,0,0,0
1766,80.4,-0.31,0,0,0
1767,79.1,-0.42,0,0,0
1768,77.4,-0.56,0,0,0
1769,75.1,-0.71,0,0,0
1770,72.3,-0.83,0,0,0
1771,69.1,-0.89,0,0,0
1772,65.9,-0.89,0,0,0
1773,62.7,-0.86,0,0,0
1774,59.7,-0.79,0,0,0
1775,57,-0.71,0,0,0
1776,54.6,-0.67,0,0,0
1777,52.2,-0.68,0,0,0
1778,49.7,-0.75,0,0,0
1779,46.8,-0.86,0,0,0
1780,43.5,-0.96,0,0,0
1781,39.9,-0.99,0,0,0
1782,36.4,-0.93,0,0,0
1783,33.2,-0.82,0,0,0
1784,30.5,-0.68,0,0,0
1785,28.3,-0.58,0,0,0
1786,26.3,-0.54,0,0,0
1787,24.4,-0.53,0,0,0
1788,22.5,-0.54,0,0,0
1789,20.5,-0.6,0,0,0
1790,18.2,-0.69,0,0,0
1791,15.5,-0.82,0,0,0
1792,12.3,-0.94,0,0,0
1793,8.7,-0.99,0,0,0
1794,5.2,-1.21,0,0,0
1795,0,-0.72,0,0,0
1796,0,0,0,0,0
1797,0,0,0,0,0
1798,0,0,0,0,0
1799,0,0,0,0,0
1800,0,0,0,0,0
